Fluid,Amount,Empty Container,Empty Container Display Name,Empty Container Item,Filled Container,Filled Container Display Name,Filled Container Item
plasma.mercury,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31087,汞等离子体单元,gregtech:gt.metaitem.01
plasma.molybdenum,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31048,钼等离子体单元,gregtech:gt.metaitem.01
plasma.neodymium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31067,钕等离子体单元,gregtech:gt.metaitem.01
plasma.neon,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellPlasmaNeon@0,Neon Plasma Cell,miscutils:itemCellPlasmaNeon
plasma.neptunium,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellPlasmaNeptunium@0,Neptunium Plasma Cell,miscutils:itemCellPlasmaNeptunium
plasma.neutronium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31129,中子锭等离子体单元,gregtech:gt.metaitem.01
plasma.nickel,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31034,镍等离子体单元,gregtech:gt.metaitem.01
plasma.niobium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31047,铌等离子体单元,gregtech:gt.metaitem.01
plasma.nitrogen,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31012,氮等离子体单元,gregtech:gt.metaitem.01
plasma.osmium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31083,锇等离子体单元,gregtech:gt.metaitem.01
plasma.oxygen,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31013,氧等离子体单元,gregtech:gt.metaitem.01
plasma.palladium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31052,钯等离子体单元,gregtech:gt.metaitem.01
plasma.phosphorus,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31021,磷等离子体单元,gregtech:gt.metaitem.01
plasma.platinum,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31085,铂等离子体单元,gregtech:gt.metaitem.01
plasma.plutonium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31100,钚-239等离子体单元,gregtech:gt.metaitem.01
plasma.plutonium238,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellPlasmaPlutonium238@0,Plutonium-238 Plasma Cell,miscutils:itemCellPlasmaPlutonium238
plasma.plutonium239,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellPlasmaPlutonium239@0,Plutonium-239 Plasma Cell,miscutils:itemCellPlasmaPlutonium239
plasma.plutonium241,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31101,钚-241等离子体单元,gregtech:gt.metaitem.01
plasma.polonium,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellPlasmaPolonium@0,Polonium Plasma Cell,miscutils:itemCellPlasmaPolonium
plasma.polonium210,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellPlasmaPolonium210@0,Polonium-210 Plasma Cell,miscutils:itemCellPlasmaPolonium210
plasma.potassium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31025,钾等离子体单元,gregtech:gt.metaitem.01
plasma.praseodymium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31066,镨等离子体单元,gregtech:gt.metaitem.01
plasma.promethium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31068,钷等离子体单元,gregtech:gt.metaitem.01
plasma.protactinium,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellPlasmaProtactinium@0,Protactinium Plasma Cell,miscutils:itemCellPlasmaProtactinium
plasma.radium,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellPlasmaRadium@0,Radium Plasma Cell,miscutils:itemCellPlasmaRadium
plasma.radon,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31093,氡等离子体单元,gregtech:gt.metaitem.01
plasma.rhenium,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellPlasmaRhenium@0,Rhenium Plasma Cell,miscutils:itemCellPlasmaRhenium
plasma.rhodium,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellPlasmaRhodium@0,Rhodium Plasma Cell,miscutils:itemCellPlasmaRhodium
plasma.rhugnor,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellPlasmaRhugnor@0,Rhugnor Plasma Cell,miscutils:itemCellPlasmaRhugnor
plasma.rubidium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31043,铷等离子体单元,gregtech:gt.metaitem.01
plasma.runite,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellPlasmaRunite@0,Runite Plasma Cell,miscutils:itemCellPlasmaRunite
plasma.ruthenium,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellPlasmaRuthenium@0,Ruthenium Plasma Cell,miscutils:itemCellPlasmaRuthenium
plasma.samarium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31069,钐等离子体单元,gregtech:gt.metaitem.01
plasma.scandium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31027,钪等离子体单元,gregtech:gt.metaitem.01
plasma.selenium,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellPlasmaSelenium@0,Selenium Plasma Cell,miscutils:itemCellPlasmaSelenium
plasma.silicon,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31020,硅等离子体单元,gregtech:gt.metaitem.01
plasma.silver,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31054,银等离子体单元,gregtech:gt.metaitem.01
plasma.sodium,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31017,钠等离子体单元,gregtech:gt.metaitem.01
plasma.strontium,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31044,锶等离子体单元,gregtech:gt.metaitem.01
plasma.strontium90,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellPlasmaStrontium90@0,Strontium-90 Plasma Cell,miscutils:itemCellPlasmaStrontium90
plasma.sulfur,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31022,硫等离子体单元,gregtech:gt.metaitem.01
plasma.tantalum,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31080,钽等离子体单元,gregtech:gt.metaitem.01
plasma.technetium,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellPlasmaTechnetium@0,Technetium Plasma Cell,miscutils:itemCellPlasmaTechnetium
plasma.tellurium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31059,碲等离子体单元,gregtech:gt.metaitem.01
plasma.terbium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31072,铽等离子体单元,gregtech:gt.metaitem.01
plasma.thallium,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellPlasmaThallium@0,Thallium Plasma Cell,miscutils:itemCellPlasmaThallium
plasma.thorium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31096,钍等离子体单元,gregtech:gt.metaitem.01
plasma.thorium232,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellPlasmaThorium232@0,Thorium 232 Plasma Cell,miscutils:itemCellPlasmaThorium232
plasma.thulium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31076,铥等离子体单元,gregtech:gt.metaitem.01
plasma.tin,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31057,锡等离子体单元,gregtech:gt.metaitem.01
plasma.titanium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31028,钛等离子体单元,gregtech:gt.metaitem.01
plasma.tritium,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31003,氚等离子体单元,gregtech:gt.metaitem.01
plasma.tungsten,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31081,钨等离子体单元,gregtech:gt.metaitem.01
plasma.uranium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31098,铀-238等离子体单元,gregtech:gt.metaitem.01
plasma.uranium232,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellPlasmaUranium232@0,Uranium 232 Plasma Cell,miscutils:itemCellPlasmaUranium232
plasma.uranium233,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellPlasmaUranium233@0,Uranium 233 Plasma Cell,miscutils:itemCellPlasmaUranium233
plasma.uranium235,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31097,铀-235等离子体单元,gregtech:gt.metaitem.01
plasma.vanadium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31029,钒等离子体单元,gregtech:gt.metaitem.01
plasma.xenon,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellPlasmaXenon@0,Xenon Plasma Cell,miscutils:itemCellPlasmaXenon
plasma.ytterbium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31077,镱等离子体单元,gregtech:gt.metaitem.01
plasma.yttrium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31045,钇等离子体单元,gregtech:gt.metaitem.01
plasma.zinc,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31036,锌等离子体单元,gregtech:gt.metaitem.01
plasma.zirconium,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellPlasmaZirconium@0,Zirconium Plasma Cell,miscutils:itemCellPlasmaZirconium
platinum concentrate,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@44,Platinum Concentrate单元,bartworks:gt.bwMetaGeneratedcell
platinum concentrate,1000,1xitem.for.waxCapsule@0,蜂蜡胶囊,Forestry:waxCapsule,1xgt.bwMetaGeneratedcapsule@44,Platinum Concentrate Capsule,bartworks:gt.bwMetaGeneratedcapsule
platinum.molten,1000,1xitem.bucket@0,桶,minecraft:bucket,1xitem.tconstruct.bucket@20,桶装熔融铂金,TConstruct:buckets
platinum.molten,1000,1xitem.iguana.tcon.clayBucketFired@0,粘土桶(烤制),IguanaTweaksTConstruct:clayBucketFired,1xitem.iguana.tcon.clayBucket@20,粘土桶(熔融铂),IguanaTweaksTConstruct:clayBucketsTinkers
plutonium based liquid fuel,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@10010,钚基流体燃料单元,bartworks:gt.bwMetaGeneratedcell
plutonium based liquid fuel,1000,1xitem.for.waxCapsule@0,蜂蜡胶囊,Forestry:waxCapsule,1xgt.bwMetaGeneratedcapsule@10010,钚基流体燃料 Capsule,bartworks:gt.bwMetaGeneratedcapsule
plutonium based liquid fuel (depleted),1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@10012,钚基流体燃料(枯竭的)单元,bartworks:gt.bwMetaGeneratedcell
plutonium based liquid fuel (depleted),1000,1xitem.for.waxCapsule@0,蜂蜡胶囊,Forestry:waxCapsule,1xgt.bwMetaGeneratedcapsule@10012,钚基流体燃料(枯竭的) Capsule,bartworks:gt.bwMetaGeneratedcapsule
plutonium based liquid fuel (excited state),1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@10011,钚基流体燃料(激发态)单元,bartworks:gt.bwMetaGeneratedcell
plutonium based liquid fuel (excited state),1000,1xitem.for.waxCapsule@0,蜂蜡胶囊,Forestry:waxCapsule,1xgt.bwMetaGeneratedcapsule@10011,钚基流体燃料(激发态) Capsule,bartworks:gt.bwMetaGeneratedcapsule
poison,8000,1xitem.capsule.void@0,空虚空胶囊,MagicBees:capsule.void,1xitem.capsule.void@13,毒液虚空胶囊,MagicBees:capsule.void
poison,1000,1xitem.misc@8,玻璃罐,Genetics:misc,1xitem.containerCylinder@65,毒液玻璃罐,BinnieCore:containerCylinder
poison,2000,1xitem.capsule.magic@0,空魔力胶囊,MagicBees:capsule.magic,1xitem.capsule.magic@13,毒液魔力胶囊,MagicBees:capsule.magic
poison,1000,1xitem.for.waxCapsule@0,蜂蜡胶囊,Forestry:waxCapsule,1xitem.containerCapsule@65,毒液胶囊,BinnieCore:containerCapsule
poison,1000,1xitem.bucket@0,桶,minecraft:bucket,1xitem.containerBucket@65,毒液桶,BinnieCore:containerBucket
poison,1000,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.containerGlass@65,毒液瓶,BinnieCore:containerGlass
poison,1000,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xitem.containerRefractory@65,毒液耐火胶囊,BinnieCore:containerRefractory
poison,1000,1xitem.for.canEmpty@0,罐,Forestry:canEmpty,1xitem.containerCan@65,毒液胶囊,BinnieCore:containerCan
pollution,1000,1xitem.bucket@0,桶,minecraft:bucket,1xitem.Pollution_bucket@0,桶装污染物,dreamcraft:dreamcraft_Pollution_bucket
polymerase,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.98@17,聚合酶单元,gregtech:gt.metaitem.98
polytetrahydrofuran,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@11306,聚四氢呋喃单元,bartworks:gt.bwMetaGeneratedcell
polytetrahydrofuran,1000,1xitem.for.waxCapsule@0,蜂蜡胶囊,Forestry:waxCapsule,1xgt.bwMetaGeneratedcapsule@11306,聚四氢呋喃 Capsule,bartworks:gt.bwMetaGeneratedcapsule
polyurethane,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.polyurethane@0,Polyurethane Cell,miscutils:polyurethane
polyurethaneresin,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30784,聚氨酯树脂单元,gregtech:gt.metaitem.01
polyvinylacetate,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30680,聚乙酸乙烯酯单元,gregtech:gt.metaitem.01
potassium permanganate solution,1000,1xitem.for.waxCapsule@0,蜂蜡胶囊,Forestry:waxCapsule,1xgt.bwMetaGeneratedcapsule@11044,高锰酸钾溶液 Capsule,bartworks:gt.bwMetaGeneratedcapsule
potassium permanganate solution,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@11044,高锰酸钾溶液单元,bartworks:gt.bwMetaGeneratedcell
potion.alcopops,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xgt.metaitem.02@32134,波普甜酒,gregtech:gt.metaitem.02
potion.applejuice,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xgt.metaitem.02@32125,苹果汁,gregtech:gt.metaitem.02
potion.awkward,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@16,粗制的 药水,minecraft:potion
potion.beer,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xgt.metaitem.02@32119,啤酒,gregtech:gt.metaitem.02
potion.cafeaulait,250,1xgt.metaitem.01@32404,空保温瓶,gregtech:gt.metaitem.01,1xgt.metaitem.02@32003,欧蕾咖啡,gregtech:gt.metaitem.02
potion.cavejohnsonsgrenadejuice,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xgt.metaitem.02@32135,约翰逊的炸弹柠檬汁,gregtech:gt.metaitem.02
potion.chillysauce,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xgt.metaitem.02@32120,辣酱,gregtech:gt.metaitem.02
potion.chocolatemilk,250,1xgt.metaitem.01@32404,空保温瓶,gregtech:gt.metaitem.01,1xgt.metaitem.02@32006,巧克力奶,gregtech:gt.metaitem.02
potion.cider,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xgt.metaitem.02@32126,苹果酒,gregtech:gt.metaitem.02
potion.coffee,250,1xgt.metaitem.01@32404,空保温瓶,gregtech:gt.metaitem.01,1xgt.metaitem.02@32002,咖啡,gregtech:gt.metaitem.02
potion.damage,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@8204,伤害药水,minecraft:potion
potion.damage.splash,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@16396,喷溅型 伤害药水,minecraft:potion
potion.damage.strong,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@8236,伤害药水,minecraft:potion
potion.damage.strong.splash,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@16428,喷溅型 伤害药水,minecraft:potion
potion.darkbeer,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xgt.metaitem.02@32113,黑啤,gregtech:gt.metaitem.02
potion.darkcafeaulait,250,1xgt.metaitem.01@32404,空保温瓶,gregtech:gt.metaitem.01,1xgt.metaitem.02@32001,黑咖啡加牛奶,gregtech:gt.metaitem.02
potion.darkchocolatemilk,250,1xgt.metaitem.01@32404,空保温瓶,gregtech:gt.metaitem.01,1xgt.metaitem.02@32005,黑巧克力奶,gregtech:gt.metaitem.02
potion.darkcoffee,250,1xgt.metaitem.01@32404,空保温瓶,gregtech:gt.metaitem.01,1xgt.metaitem.02@32000,黑咖啡,gregtech:gt.metaitem.02
potion.diablosauce,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xgt.metaitem.02@32123,恐惧辣酱,gregtech:gt.metaitem.02
potion.diablosauce.strong,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xgt.metaitem.02@32124,祖传配方秘制而成的恐惧辣酱,gregtech:gt.metaitem.02
potion.diabolosauce,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xgt.metaitem.02@32122,恶魔辣酱,gregtech:gt.metaitem.02
potion.dragonblood,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xgt.metaitem.02@32114,龙血,gregtech:gt.metaitem.02
potion.fireresistance,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@8195,抗火药水,minecraft:potion
potion.fireresistance.long,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@8259,抗火药水,minecraft:potion
potion.fireresistance.long.splash,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@16451,喷溅型 抗火药水,minecraft:potion
potion.fireresistance.splash,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@16387,喷溅型 抗火药水,minecraft:potion
potion.glenmckenner,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xgt.metaitem.02@32117,格伦·麦肯纳,gregtech:gt.metaitem.02
potion.goldenapplejuice,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xgt.metaitem.02@32127,金苹果汁,gregtech:gt.metaitem.02
potion.goldencider,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xgt.metaitem.02@32128,金苹果酒,gregtech:gt.metaitem.02
potion.grapejuice,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xgt.metaitem.02@32101,葡萄汁,gregtech:gt.metaitem.02
potion.health,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@8197,治疗药水,minecraft:potion
potion.health.splash,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@16389,喷溅型 治疗药水,minecraft:potion
potion.health.strong,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@8229,治疗药水,minecraft:potion
potion.health.strong.splash,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@16421,喷溅型 治疗药水,minecraft:potion
potion.hopsjuice,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xgt.metaitem.02@32112,啤酒花汁,gregtech:gt.metaitem.02
potion.hotsauce,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xgt.metaitem.02@32121,红辣酱,gregtech:gt.metaitem.02
potion.icetea,250,1xgt.metaitem.01@32404,空保温瓶,gregtech:gt.metaitem.01,1xgt.metaitem.02@32009,冰红茶,gregtech:gt.metaitem.02
potion.idunsapplejuice,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xgt.metaitem.02@32129,伊敦的苹果汁,gregtech:gt.metaitem.02
potion.invisibility,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@8206,隐身药水,minecraft:potion
potion.invisibility.long,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@8270,隐身药水,minecraft:potion
potion.invisibility.long.splash,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@16462,喷溅型 隐身药水,minecraft:potion
potion.invisibility.splash,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@16398,喷溅型 隐身药水,minecraft:potion
potion.laitaucafe,250,1xgt.metaitem.01@32404,空保温瓶,gregtech:gt.metaitem.01,1xgt.metaitem.02@32004,法式牛奶咖啡,gregtech:gt.metaitem.02
potion.lemonade,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xgt.metaitem.02@32133,柠檬汽水,gregtech:gt.metaitem.02
potion.lemonjuice,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xgt.metaitem.02@32131,柠檬汁,gregtech:gt.metaitem.02
potion.leninade,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xgt.metaitem.02@32106,列宁柠檬汁,gregtech:gt.metaitem.02
potion.limoncello,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xgt.metaitem.02@32132,意大利柠檬甜酒,gregtech:gt.metaitem.02
potion.mineralwater,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xgt.metaitem.02@32107,矿泉水,gregtech:gt.metaitem.02
potion.mundane,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@64,平凡的 药水,minecraft:potion
potion.nightvision,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@8198,夜视药水,minecraft:potion
potion.nightvision.long,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@8262,夜视药水,minecraft:potion
potion.nightvision.long.splash,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@16454,喷溅型 夜视药水,minecraft:potion
potion.nightvision.splash,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@16390,喷溅型 夜视药水,minecraft:potion
potion.notchesbrew,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xgt.metaitem.02@32130,附魔金苹果之酿,gregtech:gt.metaitem.02
potion.piratebrew,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xgt.metaitem.02@32111,海盗之酿,gregtech:gt.metaitem.02
potion.poison,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@8196,剧毒药水,minecraft:potion
potion.poison,125,1xgt.metaitem.01@32250,轻质玻璃药水箭,gregtech:gt.metaitem.01,1xgt.metaitem.01@32251,轻质剧毒箭,gregtech:gt.metaitem.01
potion.poison,125,1xgt.metaitem.01@32200,空玻璃箭头,gregtech:gt.metaitem.01,1xgt.metaitem.01@32201,剧毒玻璃箭头,gregtech:gt.metaitem.01
potion.poison,125,1xgt.metaitem.01@32225,常规玻璃药水箭,gregtech:gt.metaitem.01,1xgt.metaitem.01@32226,常规剧毒箭,gregtech:gt.metaitem.01
potion.poison.long,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@8260,剧毒药水,minecraft:potion
potion.poison.long,125,1xgt.metaitem.01@32250,轻质玻璃药水箭,gregtech:gt.metaitem.01,1xgt.metaitem.01@32252,轻质剧毒箭,gregtech:gt.metaitem.01
potion.poison.long,125,1xgt.metaitem.01@32200,空玻璃箭头,gregtech:gt.metaitem.01,1xgt.metaitem.01@32202,剧毒玻璃箭头,gregtech:gt.metaitem.01
potion.poison.long,125,1xgt.metaitem.01@32225,常规玻璃药水箭,gregtech:gt.metaitem.01,1xgt.metaitem.01@32227,常规剧毒箭,gregtech:gt.metaitem.01
potion.poison.long.splash,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@16452,喷溅型 剧毒药水,minecraft:potion
potion.poison.splash,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@16388,喷溅型 剧毒药水,minecraft:potion
potion.poison.strong,750,1xgt.metaitem.01@32402,空喷漆罐,gregtech:gt.metaitem.01,1xic2.itemWeedEx@0,除草剂,IC2:itemWeedEx
potion.poison.strong,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@8228,剧毒药水,minecraft:potion
potion.poison.strong,125,1xgt.metaitem.01@32225,常规玻璃药水箭,gregtech:gt.metaitem.01,1xgt.metaitem.01@32228,常规剧毒箭,gregtech:gt.metaitem.01
potion.poison.strong,125,1xgt.metaitem.01@32250,轻质玻璃药水箭,gregtech:gt.metaitem.01,1xgt.metaitem.01@32253,轻质剧毒箭,gregtech:gt.metaitem.01
potion.poison.strong,125,1xgt.metaitem.01@32200,空玻璃箭头,gregtech:gt.metaitem.01,1xgt.metaitem.01@32203,剧毒玻璃箭头,gregtech:gt.metaitem.01
potion.poison.strong.splash,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@16420,喷溅型 剧毒药水,minecraft:potion
potion.potatojuice,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xgt.metaitem.02@32104,土豆汁,gregtech:gt.metaitem.02
potion.purpledrink,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xgt.metaitem.02@32100,紫色饮料,gregtech:gt.metaitem.02
